road,point,hour,traffic_percent,currentSpeed,freeFlowSpeed,num_Vehicles
Cahill Expressway Northbound,"-33.86161,151.21329",07:00,0.0,42,42,1102.0
Cahill Expressway Northbound,"-33.8633,151.21326",07:00,0.0,42,42,1102.0
Cahill Expressway Northbound,"-33.86155,151.21224",07:00,0.0,61,61,1102.0
Cahill Expressway Northbound,"-33.86094,151.20603",07:00,0.0,60,60,1102.0
Cahill Expressway Northbound,"-33.86024,151.20454",07:00,0.0,61,61,1102.0
Cahill Expressway Northbound,"-33.86102,151.20515",07:00,0.0,61,61,1102.0
Cahill Expressway Northbound,"-33.86161,151.21329",07:15,0.0,42,42,1102.0
Cahill Expressway Northbound,"-33.8633,151.21326",07:15,0.0,42,42,1102.0
Cahill Expressway Northbound,"-33.86155,151.21224",07:15,0.0,61,61,1102.0
Cahill Expressway Northbound,"-33.86094,151.20603",07:15,0.0,60,60,1102.0
Cahill Expressway Northbound,"-33.86024,151.20454",07:15,0.0,61,61,1102.0
Cahill Expressway Northbound,"-33.86102,151.20515",07:15,0.0,61,61,1102.0
Cahill Expressway Northbound,"-33.86161,151.21329",07:30,0.0,43,43,1102.0
Cahill Expressway Northbound,"-33.8633,151.21326",07:30,0.0,43,43,1102.0
Cahill Expressway Northbound,"-33.86155,151.21224",07:30,0.0,61,61,1102.0
Cahill Expressway Northbound,"-33.86094,151.20603",07:30,0.0,60,60,1102.0
Cahill Expressway Northbound,"-33.86024,151.20454",07:30,0.0,61,61,1102.0
Cahill Expressway Northbound,"-33.86102,151.20515",07:30,0.0,61,61,1102.0
Cahill Expressway Northbound,"-33.86161,151.21329",07:45,45.238095238095234,23,42,1102.0
Cahill Expressway Northbound,"-33.8633,151.21326",07:45,45.238095238095234,23,42,1102.0
Cahill Expressway Northbound,"-33.86155,151.21224",07:45,15.000000000000002,51,60,1102.0
Cahill Expressway Northbound,"-33.86094,151.20603",07:45,0.0,60,60,1102.0
Cahill Expressway Northbound,"-33.86024,151.20454",07:45,15.000000000000002,51,60,1102.0
Cahill Expressway Northbound,"-33.86102,151.20515",07:45,19.672131147540984,49,61,1102.0
Cahill Expressway Northbound,"-33.86161,151.21329",08:00,26.190476190476183,31,42,1236.0
Cahill Expressway Northbound,"-33.8633,151.21326",08:00,26.190476190476183,31,42,1236.0
Cahill Expressway Northbound,"-33.86155,151.21224",08:00,0.0,60,60,1236.0
Cahill Expressway Northbound,"-33.86094,151.20603",08:00,0.0,60,60,1236.0
Cahill Expressway Northbound,"-33.86024,151.20454",08:00,0.0,60,60,1236.0
Cahill Expressway Northbound,"-33.86102,151.20515",08:00,0.0,60,60,1236.0
Cahill Expressway Northbound,"-33.86161,151.21329",08:15,0.0,42,42,1236.0
Cahill Expressway Northbound,"-33.8633,151.21326",08:15,0.0,42,42,1236.0
Cahill Expressway Northbound,"-33.86155,151.21224",08:15,21.666666666666668,47,60,1236.0
Cahill Expressway Northbound,"-33.86094,151.20603",08:15,0.0,60,60,1236.0
Cahill Expressway Northbound,"-33.86024,151.20454",08:15,21.666666666666668,47,60,1236.0
Cahill Expressway Northbound,"-33.86102,151.20515",08:15,21.666666666666668,47,60,1236.0
Cahill Expressway Northbound,"-33.86161,151.21329",08:30,75.60975609756098,10,41,1236.0
Cahill Expressway Northbound,"-33.8633,151.21326",08:30,75.60975609756098,10,41,1236.0
Cahill Expressway Northbound,"-33.86155,151.21224",08:30,21.666666666666668,47,60,1236.0
Cahill Expressway Northbound,"-33.86094,151.20603",08:30,0.0,60,60,1236.0
Cahill Expressway Northbound,"-33.86024,151.20454",08:30,21.666666666666668,47,60,1236.0
Cahill Expressway Northbound,"-33.86102,151.20515",08:30,21.666666666666668,47,60,1236.0
Cahill Expressway Northbound,"-33.86161,151.21329",08:45,33.333333333333336,28,42,1236.0
Cahill Expressway Northbound,"-33.8633,151.21326",08:45,33.333333333333336,28,42,1236.0
Cahill Expressway Northbound,"-33.86155,151.21224",08:45,0.0,60,60,1236.0
Cahill Expressway Northbound,"-33.86094,151.20603",08:45,0.0,60,60,1236.0
Cahill Expressway Northbound,"-33.86024,151.20454",08:45,0.0,60,60,1236.0
Cahill Expressway Northbound,"-33.86102,151.20515",08:45,0.0,60,60,1236.0
Cahill Expressway Northbound,"-33.86161,151.21329",09:00,0.0,43,43,1035.0
Cahill Expressway Northbound,"-33.8633,151.21326",09:00,0.0,43,43,1035.0
Cahill Expressway Northbound,"-33.86155,151.21224",09:00,16.666666666666664,50,60,1035.0
Cahill Expressway Northbound,"-33.86094,151.20603",09:00,0.0,60,60,1035.0
Cahill Expressway Northbound,"-33.86024,151.20454",09:00,16.666666666666664,50,60,1035.0
Cahill Expressway Northbound,"-33.86102,151.20515",09:00,16.666666666666664,50,60,1035.0
Cahill Expressway Northbound,"-33.86161,151.21329",09:15,0.0,43,43,1035.0
Cahill Expressway Northbound,"-33.8633,151.21326",09:15,0.0,43,43,1035.0
Cahill Expressway Northbound,"-33.86155,151.21224",09:15,0.0,60,60,1035.0
Cahill Expressway Northbound,"-33.86094,151.20603",09:15,0.0,60,60,1035.0
Cahill Expressway Northbound,"-33.86024,151.20454",09:15,0.0,60,60,1035.0
Cahill Expressway Northbound,"-33.86102,151.20515",09:15,0.0,60,60,1035.0
Cahill Expressway Northbound,"-33.86161,151.21329",09:30,0.0,42,42,1035.0
Cahill Expressway Northbound,"-33.8633,151.21326",09:30,0.0,42,42,1035.0
Cahill Expressway Northbound,"-33.86155,151.21224",09:30,0.0,60,60,1035.0
Cahill Expressway Northbound,"-33.86094,151.20603",09:30,0.0,60,60,1035.0
Cahill Expressway Northbound,"-33.86024,151.20454",09:30,0.0,60,60,1035.0
Cahill Expressway Northbound,"-33.86102,151.20515",09:30,0.0,60,60,1035.0
Cahill Expressway Northbound,"-33.86161,151.21329",09:45,0.0,42,42,1035.0
Cahill Expressway Northbound,"-33.8633,151.21326",09:45,0.0,42,42,1035.0
Cahill Expressway Northbound,"-33.86155,151.21224",09:45,0.0,60,60,1035.0
Cahill Expressway Northbound,"-33.86094,151.20603",09:45,0.0,60,60,1035.0
Cahill Expressway Northbound,"-33.86024,151.20454",09:45,0.0,60,60,1035.0
Cahill Expressway Northbound,"-33.86102,151.20515",09:45,0.0,60,60,1035.0
Elizabeth Drive Westbound,"-33.87716,150.84332",07:00,17.24137931034483,48,58,1312.0
Elizabeth Drive Westbound,"-33.87476,150.83832",07:00,0.0,71,71,1312.0
Elizabeth Drive Westbound,"-33.87603,150.82784",07:00,0.0,66,66,1312.0
Elizabeth Drive Westbound,"-33.88073,150.81972",07:00,0.0,71,71,1312.0
Elizabeth Drive Westbound,"-33.88042,150.8097",07:00,0.0,66,66,1312.0
Elizabeth Drive Westbound,"-33.88076,150.80432",07:00,0.0,66,66,1312.0
Elizabeth Drive Westbound,"-33.88049,150.79247",07:00,0.0,66,66,1312.0
Elizabeth Drive Westbound,"-33.87824,150.78295",07:00,0.0,66,66,1312.0
Elizabeth Drive Westbound,"-33.87576,150.76878",07:00,0.0,73,73,1312.0
Elizabeth Drive Westbound,"-33.87385,150.75439",07:00,0.0,73,73,1312.0
Elizabeth Drive Westbound,"-33.87348,150.74997",07:00,0.0,73,73,1312.0
Elizabeth Drive Westbound,"-33.87092,150.73242",07:00,0.0,79,79,1312.0
Elizabeth Drive Westbound,"-33.86831,150.71664",07:00,0.0,71,71,1312.0
Elizabeth Drive Westbound,"-33.86463,150.70826",07:00,0.0,57,57,1312.0
Elizabeth Drive Westbound,"-33.87716,150.84332",07:15,0.0,58,58,1312.0
Elizabeth Drive Westbound,"-33.87476,150.83832",07:15,0.0,71,71,1312.0
Elizabeth Drive Westbound,"-33.87603,150.82784",07:15,0.0,66,66,1312.0
Elizabeth Drive Westbound,"-33.88073,150.81972",07:15,0.0,71,71,1312.0
Elizabeth Drive Westbound,"-33.88042,150.8097",07:15,0.0,66,66,1312.0
Elizabeth Drive Westbound,"-33.88076,150.80432",07:15,0.0,66,66,1312.0
Elizabeth Drive Westbound,"-33.88049,150.79247",07:15,0.0,66,66,1312.0
Elizabeth Drive Westbound,"-33.87824,150.78295",07:15,0.0,66,66,1312.0
Elizabeth Drive Westbound,"-33.87576,150.76878",07:15,0.0,73,73,1312.0
Elizabeth Drive Westbound,"-33.87385,150.75439",07:15,0.0,73,73,1312.0
Elizabeth Drive Westbound,"-33.87348,150.74997",07:15,0.0,73,73,1312.0
Elizabeth Drive Westbound,"-33.87092,150.73242",07:15,0.0,79,79,1312.0
Elizabeth Drive Westbound,"-33.86831,150.71664",07:15,0.0,71,71,1312.0
Elizabeth Drive Westbound,"-33.86463,150.70826",07:15,0.0,58,58,1312.0
Elizabeth Drive Westbound,"-33.87716,150.84332",07:30,15.789473684210533,48,57,1312.0
Elizabeth Drive Westbound,"-33.87476,150.83832",07:30,0.0,71,71,1312.0
Elizabeth Drive Westbound,"-33.87603,150.82784",07:30,18.181818181818176,54,66,1312.0
Elizabeth Drive Westbound,"-33.88073,150.81972",07:30,0.0,71,71,1312.0
Elizabeth Drive Westbound,"-33.88042,150.8097",07:30,18.181818181818176,54,66,1312.0
Elizabeth Drive Westbound,"-33.88076,150.80432",07:30,0.0,66,66,1312.0
Elizabeth Drive Westbound,"-33.88049,150.79247",07:30,21.21212121212121,52,66,1312.0
Elizabeth Drive Westbound,"-33.87824,150.78295",07:30,21.21212121212121,52,66,1312.0
Elizabeth Drive Westbound,"-33.87576,150.76878",07:30,0.0,73,73,1312.0
Elizabeth Drive Westbound,"-33.87385,150.75439",07:30,0.0,73,73,1312.0
Elizabeth Drive Westbound,"-33.87348,150.74997",07:30,0.0,73,73,1312.0
Elizabeth Drive Westbound,"-33.87092,150.73242",07:30,0.0,79,79,1312.0
Elizabeth Drive Westbound,"-33.86831,150.71664",07:30,0.0,71,71,1312.0
Elizabeth Drive Westbound,"-33.86463,150.70826",07:30,0.0,58,58,1312.0
Elizabeth Drive Westbound,"-33.87716,150.84332",07:45,21.052631578947366,45,57,1312.0
Elizabeth Drive Westbound,"-33.87476,150.83832",07:45,13.043478260869568,60,69,1312.0
Elizabeth Drive Westbound,"-33.87603,150.82784",07:45,37.31343283582089,42,67,1312.0
Elizabeth Drive Westbound,"-33.88073,150.81972",07:45,13.043478260869568,60,69,1312.0
Elizabeth Drive Westbound,"-33.88042,150.8097",07:45,37.31343283582089,42,67,1312.0
Elizabeth Drive Westbound,"-33.88076,150.80432",07:45,0.0,66,66,1312.0
Elizabeth Drive Westbound,"-33.88049,150.79247",07:45,0.0,66,66,1312.0
Elizabeth Drive Westbound,"-33.87824,150.78295",07:45,0.0,66,66,1312.0
Elizabeth Drive Westbound,"-33.87576,150.76878",07:45,0.0,73,73,1312.0
Elizabeth Drive Westbound,"-33.87385,150.75439",07:45,0.0,73,73,1312.0
Elizabeth Drive Westbound,"-33.87348,150.74997",07:45,0.0,73,73,1312.0
Elizabeth Drive Westbound,"-33.87092,150.73242",07:45,0.0,79,79,1312.0
Elizabeth Drive Westbound,"-33.86831,150.71664",07:45,0.0,71,71,1312.0
Elizabeth Drive Westbound,"-33.86463,150.70826",07:45,0.0,58,58,1312.0
Elizabeth Drive Westbound,"-33.87716,150.84332",08:00,20.68965517241379,46,58,1359.0
Elizabeth Drive Westbound,"-33.87476,150.83832",08:00,0.0,70,70,1359.0
Elizabeth Drive Westbound,"-33.87603,150.82784",08:00,38.23529411764706,42,68,1359.0
Elizabeth Drive Westbound,"-33.88073,150.81972",08:00,0.0,70,70,1359.0
Elizabeth Drive Westbound,"-33.88042,150.8097",08:00,38.23529411764706,42,68,1359.0
Elizabeth Drive Westbound,"-33.88076,150.80432",08:00,0.0,66,66,1359.0
Elizabeth Drive Westbound,"-33.88049,150.79247",08:00,0.0,65,65,1359.0
Elizabeth Drive Westbound,"-33.87824,150.78295",08:00,0.0,65,65,1359.0
Elizabeth Drive Westbound,"-33.87576,150.76878",08:00,0.0,73,73,1359.0
Elizabeth Drive Westbound,"-33.87385,150.75439",08:00,0.0,73,73,1359.0
Elizabeth Drive Westbound,"-33.87348,150.74997",08:00,0.0,73,73,1359.0
Elizabeth Drive Westbound,"-33.87092,150.73242",08:00,0.0,79,79,1359.0
Elizabeth Drive Westbound,"-33.86831,150.71664",08:00,0.0,71,71,1359.0
Elizabeth Drive Westbound,"-33.86463,150.70826",08:00,0.0,57,57,1359.0
Elizabeth Drive Westbound,"-33.87716,150.84332",08:15,18.96551724137932,47,58,1359.0
Elizabeth Drive Westbound,"-33.87476,150.83832",08:15,0.0,70,70,1359.0
Elizabeth Drive Westbound,"-33.87603,150.82784",08:15,26.470588235294112,50,68,1359.0
Elizabeth Drive Westbound,"-33.88073,150.81972",08:15,0.0,70,70,1359.0
Elizabeth Drive Westbound,"-33.88042,150.8097",08:15,26.470588235294112,50,68,1359.0
Elizabeth Drive Westbound,"-33.88076,150.80432",08:15,15.384615384615383,55,65,1359.0
Elizabeth Drive Westbound,"-33.88049,150.79247",08:15,0.0,65,65,1359.0
Elizabeth Drive Westbound,"-33.87824,150.78295",08:15,0.0,65,65,1359.0
Elizabeth Drive Westbound,"-33.87576,150.76878",08:15,0.0,73,73,1359.0
Elizabeth Drive Westbound,"-33.87385,150.75439",08:15,0.0,73,73,1359.0
Elizabeth Drive Westbound,"-33.87348,150.74997",08:15,0.0,73,73,1359.0
Elizabeth Drive Westbound,"-33.87092,150.73242",08:15,0.0,79,79,1359.0
Elizabeth Drive Westbound,"-33.86831,150.71664",08:15,0.0,70,70,1359.0
Elizabeth Drive Westbound,"-33.86463,150.70826",08:15,0.0,57,57,1359.0
Elizabeth Drive Westbound,"-33.87716,150.84332",08:30,18.96551724137932,47,58,1359.0
Elizabeth Drive Westbound,"-33.87476,150.83832",08:30,0.0,70,70,1359.0
Elizabeth Drive Westbound,"-33.87603,150.82784",08:30,10.29411764705882,61,68,1359.0
Elizabeth Drive Westbound,"-33.88073,150.81972",08:30,0.0,70,70,1359.0
Elizabeth Drive Westbound,"-33.88042,150.8097",08:30,10.29411764705882,61,68,1359.0
Elizabeth Drive Westbound,"-33.88076,150.80432",08:30,0.0,65,65,1359.0
Elizabeth Drive Westbound,"-33.88049,150.79247",08:30,0.0,66,66,1359.0
Elizabeth Drive Westbound,"-33.87824,150.78295",08:30,0.0,66,66,1359.0
Elizabeth Drive Westbound,"-33.87576,150.76878",08:30,0.0,73,73,1359.0
Elizabeth Drive Westbound,"-33.87385,150.75439",08:30,0.0,73,73,1359.0
Elizabeth Drive Westbound,"-33.87348,150.74997",08:30,0.0,73,73,1359.0
Elizabeth Drive Westbound,"-33.87092,150.73242",08:30,0.0,79,79,1359.0
Elizabeth Drive Westbound,"-33.86831,150.71664",08:30,27.142857142857142,51,70,1359.0
Elizabeth Drive Westbound,"-33.86463,150.70826",08:30,0.0,57,57,1359.0
Elizabeth Drive Westbound,"-33.87716,150.84332",08:45,20.68965517241379,46,58,1359.0
Elizabeth Drive Westbound,"-33.87476,150.83832",08:45,0.0,70,70,1359.0
Elizabeth Drive Westbound,"-33.87603,150.82784",08:45,0.0,69,69,1359.0
Elizabeth Drive Westbound,"-33.88073,150.81972",08:45,0.0,70,70,1359.0
Elizabeth Drive Westbound,"-33.88042,150.8097",08:45,0.0,69,69,1359.0
Elizabeth Drive Westbound,"-33.88076,150.80432",08:45,0.0,65,65,1359.0
Elizabeth Drive Westbound,"-33.88049,150.79247",08:45,0.0,66,66,1359.0
Elizabeth Drive Westbound,"-33.87824,150.78295",08:45,0.0,66,66,1359.0
Elizabeth Drive Westbound,"-33.87576,150.76878",08:45,0.0,73,73,1359.0
Elizabeth Drive Westbound,"-33.87385,150.75439",08:45,0.0,73,73,1359.0
Elizabeth Drive Westbound,"-33.87348,150.74997",08:45,0.0,73,73,1359.0
Elizabeth Drive Westbound,"-33.87092,150.73242",08:45,0.0,79,79,1359.0
Elizabeth Drive Westbound,"-33.86831,150.71664",08:45,0.0,70,70,1359.0
Elizabeth Drive Westbound,"-33.86463,150.70826",08:45,0.0,57,57,1359.0
Elizabeth Drive Westbound,"-33.87716,150.84332",09:00,0.0,58,58,877.0
Elizabeth Drive Westbound,"-33.87476,150.83832",09:00,0.0,70,70,877.0
Elizabeth Drive Westbound,"-33.87603,150.82784",09:00,0.0,69,69,877.0
Elizabeth Drive Westbound,"-33.88073,150.81972",09:00,0.0,70,70,877.0
Elizabeth Drive Westbound,"-33.88042,150.8097",09:00,0.0,69,69,877.0
Elizabeth Drive Westbound,"-33.88076,150.80432",09:00,0.0,65,65,877.0
Elizabeth Drive Westbound,"-33.88049,150.79247",09:00,0.0,66,66,877.0
Elizabeth Drive Westbound,"-33.87824,150.78295",09:00,0.0,66,66,877.0
Elizabeth Drive Westbound,"-33.87576,150.76878",09:00,0.0,73,73,877.0
Elizabeth Drive Westbound,"-33.87385,150.75439",09:00,0.0,73,73,877.0
Elizabeth Drive Westbound,"-33.87348,150.74997",09:00,0.0,73,73,877.0
Elizabeth Drive Westbound,"-33.87092,150.73242",09:00,0.0,79,79,877.0
Elizabeth Drive Westbound,"-33.86831,150.71664",09:00,56.33802816901409,31,71,877.0
Elizabeth Drive Westbound,"-33.86463,150.70826",09:00,27.58620689655172,42,58,877.0
Elizabeth Drive Westbound,"-33.87716,150.84332",09:15,21.052631578947366,45,57,877.0
Elizabeth Drive Westbound,"-33.87476,150.83832",09:15,0.0,70,70,877.0
Elizabeth Drive Westbound,"-33.87603,150.82784",09:15,0.0,67,67,877.0
Elizabeth Drive Westbound,"-33.88073,150.81972",09:15,0.0,70,70,877.0
Elizabeth Drive Westbound,"-33.88042,150.8097",09:15,0.0,67,67,877.0
Elizabeth Drive Westbound,"-33.88076,150.80432",09:15,0.0,65,65,877.0
Elizabeth Drive Westbound,"-33.88049,150.79247",09:15,0.0,66,66,877.0
Elizabeth Drive Westbound,"-33.87824,150.78295",09:15,0.0,66,66,877.0
Elizabeth Drive Westbound,"-33.87576,150.76878",09:15,0.0,73,73,877.0
Elizabeth Drive Westbound,"-33.87385,150.75439",09:15,0.0,73,73,877.0
Elizabeth Drive Westbound,"-33.87348,150.74997",09:15,0.0,73,73,877.0
Elizabeth Drive Westbound,"-33.87092,150.73242",09:15,0.0,79,79,877.0
Elizabeth Drive Westbound,"-33.86831,150.71664",09:15,40.845070422535215,42,71,877.0
Elizabeth Drive Westbound,"-33.86463,150.70826",09:15,21.052631578947366,45,57,877.0
Elizabeth Drive Westbound,"-33.87716,150.84332",09:30,0.0,57,57,877.0
Elizabeth Drive Westbound,"-33.87476,150.83832",09:30,0.0,70,70,877.0
Elizabeth Drive Westbound,"-33.87603,150.82784",09:30,0.0,67,67,877.0
Elizabeth Drive Westbound,"-33.88073,150.81972",09:30,0.0,70,70,877.0
Elizabeth Drive Westbound,"-33.88042,150.8097",09:30,0.0,67,67,877.0
Elizabeth Drive Westbound,"-33.88076,150.80432",09:30,0.0,66,66,877.0
Elizabeth Drive Westbound,"-33.88049,150.79247",09:30,0.0,66,66,877.0
Elizabeth Drive Westbound,"-33.87824,150.78295",09:30,0.0,66,66,877.0
Elizabeth Drive Westbound,"-33.87576,150.76878",09:30,0.0,73,73,877.0
Elizabeth Drive Westbound,"-33.87385,150.75439",09:30,0.0,73,73,877.0
Elizabeth Drive Westbound,"-33.87348,150.74997",09:30,0.0,73,73,877.0
Elizabeth Drive Westbound,"-33.87092,150.73242",09:30,0.0,79,79,877.0
Elizabeth Drive Westbound,"-33.86831,150.71664",09:30,0.0,71,71,877.0
Elizabeth Drive Westbound,"-33.86463,150.70826",09:30,9.836065573770492,55,61,877.0
Elizabeth Drive Eastbound,"-33.86547,150.69865",07:00,0.0,49,49,1464.0
Elizabeth Drive Eastbound,"-33.86461,150.70842",07:00,0.0,74,74,1464.0
Elizabeth Drive Eastbound,"-33.86851,150.71696",07:00,0.0,65,65,1464.0
Elizabeth Drive Eastbound,"-33.87107,150.73361",07:00,0.0,78,78,1464.0
Elizabeth Drive Eastbound,"-33.87338,150.75003",07:00,0.0,75,75,1464.0
Elizabeth Drive Eastbound,"-33.87418,150.75697",07:00,0.0,73,73,1464.0
Elizabeth Drive Eastbound,"-33.87592,150.76988",07:00,0.0,75,75,1464.0
Elizabeth Drive Eastbound,"-33.87935,150.78513",07:00,0.0,68,68,1464.0
Elizabeth Drive Eastbound,"-33.8807,150.79352",07:00,0.0,62,62,1464.0
Elizabeth Drive Eastbound,"-33.88072,150.80624",07:00,0.0,66,66,1464.0
Elizabeth Drive Eastbound,"-33.88042,150.8097",07:00,0.0,66,66,1464.0
Elizabeth Drive Eastbound,"-33.88073,150.81972",07:00,0.0,71,71,1464.0
Elizabeth Drive Eastbound,"-33.87603,150.82784",07:00,0.0,66,66,1464.0
Elizabeth Drive Eastbound,"-33.87476,150.83832",07:00,0.0,71,71,1464.0
Elizabeth Drive Eastbound,"-33.877,150.84343",07:00,0.0,66,66,1464.0
Elizabeth Drive Eastbound,"-33.86547,150.69865",07:15,0.0,49,49,1464.0
Elizabeth Drive Eastbound,"-33.86461,150.70842",07:15,0.0,74,74,1464.0
Elizabeth Drive Eastbound,"-33.86851,150.71696",07:15,56.060606060606055,29,66,1464.0
Elizabeth Drive Eastbound,"-33.87107,150.73361",07:15,0.0,78,78,1464.0
Elizabeth Drive Eastbound,"-33.87338,150.75003",07:15,0.0,75,75,1464.0
Elizabeth Drive Eastbound,"-33.87418,150.75697",07:15,0.0,73,73,1464.0
Elizabeth Drive Eastbound,"-33.87592,150.76988",07:15,0.0,75,75,1464.0
Elizabeth Drive Eastbound,"-33.87935,150.78513",07:15,0.0,68,68,1464.0
Elizabeth Drive Eastbound,"-33.8807,150.79352",07:15,0.0,62,62,1464.0
Elizabeth Drive Eastbound,"-33.88072,150.80624",07:15,0.0,66,66,1464.0
Elizabeth Drive Eastbound,"-33.88042,150.8097",07:15,0.0,66,66,1464.0
Elizabeth Drive Eastbound,"-33.88073,150.81972",07:15,0.0,71,71,1464.0
Elizabeth Drive Eastbound,"-33.87603,150.82784",07:15,0.0,66,66,1464.0
Elizabeth Drive Eastbound,"-33.87476,150.83832",07:15,0.0,71,71,1464.0
