road,point,hour,traffic_percent,currentSpeed,freeFlowSpeed,num_Vehicles
Elizabeth Drive Eastbound,"-33.877,150.84343",07:15,0.0,66,66,1464.0
Elizabeth Drive Eastbound,"-33.86547,150.69865",07:30,0.0,49,49,1464.0
Elizabeth Drive Eastbound,"-33.86461,150.70842",07:30,0.0,74,74,1464.0
Elizabeth Drive Eastbound,"-33.86851,150.71696",07:30,35.38461538461538,42,65,1464.0
Elizabeth Drive Eastbound,"-33.87107,150.73361",07:30,0.0,78,78,1464.0
Elizabeth Drive Eastbound,"-33.87338,150.75003",07:30,0.0,75,75,1464.0
Elizabeth Drive Eastbound,"-33.87418,150.75697",07:30,0.0,73,73,1464.0
Elizabeth Drive Eastbound,"-33.87592,150.76988",07:30,0.0,75,75,1464.0
Elizabeth Drive Eastbound,"-33.87935,150.78513",07:30,0.0,68,68,1464.0
Elizabeth Drive Eastbound,"-33.8807,150.79352",07:30,0.0,62,62,1464.0
Elizabeth Drive Eastbound,"-33.88072,150.80624",07:30,0.0,66,66,1464.0
Elizabeth Drive Eastbound,"-33.88042,150.8097",07:30,15.151515151515149,56,66,1464.0
Elizabeth Drive Eastbound,"-33.88073,150.81972",07:30,0.0,71,71,1464.0
Elizabeth Drive Eastbound,"-33.87603,150.82784",07:30,15.151515151515149,56,66,1464.0
Elizabeth Drive Eastbound,"-33.87476,150.83832",07:30,0.0,71,71,1464.0
Elizabeth Drive Eastbound,"-33.877,150.84343",07:30,15.151515151515149,56,66,1464.0
Elizabeth Drive Eastbound,"-33.86547,150.69865",07:45,0.0,49,49,1464.0
Elizabeth Drive Eastbound,"-33.86461,150.70842",07:45,0.0,74,74,1464.0
Elizabeth Drive Eastbound,"-33.86851,150.71696",07:45,41.53846153846153,38,65,1464.0
Elizabeth Drive Eastbound,"-33.87107,150.73361",07:45,0.0,78,78,1464.0
Elizabeth Drive Eastbound,"-33.87338,150.75003",07:45,0.0,75,75,1464.0
Elizabeth Drive Eastbound,"-33.87418,150.75697",07:45,0.0,73,73,1464.0
Elizabeth Drive Eastbound,"-33.87592,150.76988",07:45,0.0,75,75,1464.0
Elizabeth Drive Eastbound,"-33.87935,150.78513",07:45,0.0,68,68,1464.0
Elizabeth Drive Eastbound,"-33.8807,150.79352",07:45,32.25806451612904,42,62,1464.0
Elizabeth Drive Eastbound,"-33.88072,150.80624",07:45,0.0,66,66,1464.0
Elizabeth Drive Eastbound,"-33.88042,150.8097",07:45,43.28358208955224,38,67,1464.0
Elizabeth Drive Eastbound,"-33.88073,150.81972",07:45,0.0,69,69,1464.0
Elizabeth Drive Eastbound,"-33.87603,150.82784",07:45,43.28358208955224,38,67,1464.0
Elizabeth Drive Eastbound,"-33.87476,150.83832",07:45,0.0,69,69,1464.0
Elizabeth Drive Eastbound,"-33.877,150.84343",07:45,43.28358208955224,38,67,1464.0
Elizabeth Drive Eastbound,"-33.86547,150.69865",08:00,0.0,49,49,1753.0
Elizabeth Drive Eastbound,"-33.86461,150.70842",08:00,0.0,74,74,1753.0
Elizabeth Drive Eastbound,"-33.86851,150.71696",08:00,0.0,65,65,1753.0
Elizabeth Drive Eastbound,"-33.87107,150.73361",08:00,0.0,78,78,1753.0
Elizabeth Drive Eastbound,"-33.87338,150.75003",08:00,0.0,75,75,1753.0
Elizabeth Drive Eastbound,"-33.87418,150.75697",08:00,0.0,73,73,1753.0
Elizabeth Drive Eastbound,"-33.87592,150.76988",08:00,0.0,75,75,1753.0
Elizabeth Drive Eastbound,"-33.87935,150.78513",08:00,0.0,68,68,1753.0
Elizabeth Drive Eastbound,"-33.8807,150.79352",08:00,0.0,62,62,1753.0
Elizabeth Drive Eastbound,"-33.88072,150.80624",08:00,0.0,66,66,1753.0
Elizabeth Drive Eastbound,"-33.88042,150.8097",08:00,38.23529411764706,42,68,1753.0
Elizabeth Drive Eastbound,"-33.88073,150.81972",08:00,0.0,70,70,1753.0
Elizabeth Drive Eastbound,"-33.87603,150.82784",08:00,38.23529411764706,42,68,1753.0
Elizabeth Drive Eastbound,"-33.87476,150.83832",08:00,0.0,70,70,1753.0
Elizabeth Drive Eastbound,"-33.877,150.84343",08:00,38.23529411764706,42,68,1753.0
Elizabeth Drive Eastbound,"-33.86547,150.69865",08:15,0.0,49,49,1753.0
Elizabeth Drive Eastbound,"-33.86461,150.70842",08:15,0.0,74,74,1753.0
Elizabeth Drive Eastbound,"-33.86851,150.71696",08:15,29.230769230769223,46,65,1753.0
Elizabeth Drive Eastbound,"-33.87107,150.73361",08:15,0.0,78,78,1753.0
Elizabeth Drive Eastbound,"-33.87338,150.75003",08:15,0.0,75,75,1753.0
Elizabeth Drive Eastbound,"-33.87418,150.75697",08:15,0.0,73,73,1753.0
Elizabeth Drive Eastbound,"-33.87592,150.76988",08:15,0.0,75,75,1753.0
Elizabeth Drive Eastbound,"-33.87935,150.78513",08:15,0.0,68,68,1753.0
Elizabeth Drive Eastbound,"-33.8807,150.79352",08:15,17.741935483870964,51,62,1753.0
Elizabeth Drive Eastbound,"-33.88072,150.80624",08:15,15.384615384615383,55,65,1753.0
Elizabeth Drive Eastbound,"-33.88042,150.8097",08:15,26.470588235294112,50,68,1753.0
Elizabeth Drive Eastbound,"-33.88073,150.81972",08:15,0.0,70,70,1753.0
Elizabeth Drive Eastbound,"-33.87603,150.82784",08:15,26.470588235294112,50,68,1753.0
Elizabeth Drive Eastbound,"-33.87476,150.83832",08:15,0.0,70,70,1753.0
Elizabeth Drive Eastbound,"-33.877,150.84343",08:15,26.470588235294112,50,68,1753.0
Elizabeth Drive Eastbound,"-33.86547,150.69865",08:30,0.0,49,49,1753.0
Elizabeth Drive Eastbound,"-33.86461,150.70842",08:30,0.0,74,74,1753.0
Elizabeth Drive Eastbound,"-33.86851,150.71696",08:30,0.0,65,65,1753.0
Elizabeth Drive Eastbound,"-33.87107,150.73361",08:30,0.0,78,78,1753.0
Elizabeth Drive Eastbound,"-33.87338,150.75003",08:30,0.0,75,75,1753.0
Elizabeth Drive Eastbound,"-33.87418,150.75697",08:30,0.0,73,73,1753.0
Elizabeth Drive Eastbound,"-33.87592,150.76988",08:30,0.0,75,75,1753.0
Elizabeth Drive Eastbound,"-33.87935,150.78513",08:30,8.955223880597018,61,67,1753.0
Elizabeth Drive Eastbound,"-33.8807,150.79352",08:30,0.0,62,62,1753.0
Elizabeth Drive Eastbound,"-33.88072,150.80624",08:30,0.0,65,65,1753.0
Elizabeth Drive Eastbound,"-33.88042,150.8097",08:30,10.29411764705882,61,68,1753.0
Elizabeth Drive Eastbound,"-33.88073,150.81972",08:30,0.0,70,70,1753.0
Elizabeth Drive Eastbound,"-33.87603,150.82784",08:30,10.29411764705882,61,68,1753.0
Elizabeth Drive Eastbound,"-33.87476,150.83832",08:30,0.0,70,70,1753.0
Elizabeth Drive Eastbound,"-33.877,150.84343",08:30,0.0,68,68,1753.0
Elizabeth Drive Eastbound,"-33.86547,150.69865",08:45,0.0,48,48,1753.0
Elizabeth Drive Eastbound,"-33.86461,150.70842",08:45,0.0,74,74,1753.0
Elizabeth Drive Eastbound,"-33.86851,150.71696",08:45,0.0,65,65,1753.0
Elizabeth Drive Eastbound,"-33.87107,150.73361",08:45,0.0,78,78,1753.0
Elizabeth Drive Eastbound,"-33.87338,150.75003",08:45,0.0,75,75,1753.0
Elizabeth Drive Eastbound,"-33.87418,150.75697",08:45,0.0,73,73,1753.0
Elizabeth Drive Eastbound,"-33.87592,150.76988",08:45,0.0,75,75,1753.0
Elizabeth Drive Eastbound,"-33.87935,150.78513",08:45,0.0,67,67,1753.0
Elizabeth Drive Eastbound,"-33.8807,150.79352",08:45,0.0,61,61,1753.0
Elizabeth Drive Eastbound,"-33.88072,150.80624",08:45,0.0,65,65,1753.0
Elizabeth Drive Eastbound,"-33.88042,150.8097",08:45,0.0,69,69,1753.0
Elizabeth Drive Eastbound,"-33.88073,150.81972",08:45,0.0,70,70,1753.0
Elizabeth Drive Eastbound,"-33.87603,150.82784",08:45,0.0,69,69,1753.0
Elizabeth Drive Eastbound,"-33.87476,150.83832",08:45,0.0,70,70,1753.0
Elizabeth Drive Eastbound,"-33.877,150.84343",08:45,0.0,69,69,1753.0
Elizabeth Drive Eastbound,"-33.86547,150.69865",09:00,0.0,48,48,1179.0
Elizabeth Drive Eastbound,"-33.86461,150.70842",09:00,0.0,74,74,1179.0
Elizabeth Drive Eastbound,"-33.86851,150.71696",09:00,0.0,64,64,1179.0
Elizabeth Drive Eastbound,"-33.87107,150.73361",09:00,0.0,78,78,1179.0
Elizabeth Drive Eastbound,"-33.87338,150.75003",09:00,0.0,75,75,1179.0
Elizabeth Drive Eastbound,"-33.87418,150.75697",09:00,0.0,73,73,1179.0
Elizabeth Drive Eastbound,"-33.87592,150.76988",09:00,0.0,75,75,1179.0
Elizabeth Drive Eastbound,"-33.87935,150.78513",09:00,0.0,67,67,1179.0
Elizabeth Drive Eastbound,"-33.8807,150.79352",09:00,23.809523809523814,48,63,1179.0
Elizabeth Drive Eastbound,"-33.88072,150.80624",09:00,0.0,65,65,1179.0
Elizabeth Drive Eastbound,"-33.88042,150.8097",09:00,0.0,69,69,1179.0
Elizabeth Drive Eastbound,"-33.88073,150.81972",09:00,0.0,70,70,1179.0
Elizabeth Drive Eastbound,"-33.87603,150.82784",09:00,0.0,69,69,1179.0
Elizabeth Drive Eastbound,"-33.87476,150.83832",09:00,0.0,70,70,1179.0
Elizabeth Drive Eastbound,"-33.877,150.84343",09:00,0.0,69,69,1179.0
Elizabeth Drive Eastbound,"-33.86547,150.69865",09:15,62.5,18,48,1179.0
Elizabeth Drive Eastbound,"-33.86461,150.70842",09:15,0.0,74,74,1179.0
Elizabeth Drive Eastbound,"-33.86851,150.71696",09:15,0.0,64,64,1179.0
Elizabeth Drive Eastbound,"-33.87107,150.73361",09:15,0.0,78,78,1179.0
Elizabeth Drive Eastbound,"-33.87338,150.75003",09:15,0.0,75,75,1179.0
Elizabeth Drive Eastbound,"-33.87418,150.75697",09:15,0.0,73,73,1179.0
Elizabeth Drive Eastbound,"-33.87592,150.76988",09:15,0.0,75,75,1179.0
Elizabeth Drive Eastbound,"-33.87935,150.78513",09:15,0.0,67,67,1179.0
Elizabeth Drive Eastbound,"-33.8807,150.79352",09:15,0.0,62,62,1179.0
Elizabeth Drive Eastbound,"-33.88072,150.80624",09:15,0.0,65,65,1179.0
Elizabeth Drive Eastbound,"-33.88042,150.8097",09:15,0.0,67,67,1179.0
Elizabeth Drive Eastbound,"-33.88073,150.81972",09:15,0.0,70,70,1179.0
Elizabeth Drive Eastbound,"-33.87603,150.82784",09:15,0.0,67,67,1179.0
Elizabeth Drive Eastbound,"-33.87476,150.83832",09:15,0.0,70,70,1179.0
Elizabeth Drive Eastbound,"-33.877,150.84343",09:15,0.0,67,67,1179.0
Elizabeth Drive Eastbound,"-33.86547,150.69865",09:30,0.0,48,48,1179.0
Elizabeth Drive Eastbound,"-33.86461,150.70842",09:30,0.0,74,74,1179.0
Elizabeth Drive Eastbound,"-33.86851,150.71696",09:30,0.0,65,65,1179.0
Elizabeth Drive Eastbound,"-33.87107,150.73361",09:30,0.0,78,78,1179.0
Elizabeth Drive Eastbound,"-33.87338,150.75003",09:30,0.0,75,75,1179.0
Elizabeth Drive Eastbound,"-33.87418,150.75697",09:30,0.0,73,73,1179.0
Elizabeth Drive Eastbound,"-33.87592,150.76988",09:30,0.0,75,75,1179.0
Elizabeth Drive Eastbound,"-33.87935,150.78513",09:30,11.764705882352944,60,68,1179.0
Elizabeth Drive Eastbound,"-33.8807,150.79352",09:30,0.0,62,62,1179.0
Elizabeth Drive Eastbound,"-33.88072,150.80624",09:30,0.0,66,66,1179.0
Elizabeth Drive Eastbound,"-33.88042,150.8097",09:30,0.0,67,67,1179.0
Elizabeth Drive Eastbound,"-33.88073,150.81972",09:30,0.0,70,70,1179.0
Elizabeth Drive Eastbound,"-33.87603,150.82784",09:30,0.0,67,67,1179.0
Elizabeth Drive Eastbound,"-33.87476,150.83832",09:30,0.0,70,70,1179.0
Elizabeth Drive Eastbound,"-33.877,150.84343",09:30,0.0,67,67,1179.0
Elizabeth Drive Westbound,"-33.87716,150.84332",07:00,17.24137931034483,48,58,1334.0
Elizabeth Drive Westbound,"-33.87476,150.83832",07:00,0.0,71,71,1334.0
Elizabeth Drive Westbound,"-33.87603,150.82784",07:00,0.0,66,66,1334.0
Elizabeth Drive Westbound,"-33.88073,150.81972",07:00,0.0,71,71,1334.0
Elizabeth Drive Westbound,"-33.88042,150.8097",07:00,0.0,66,66,1334.0
Elizabeth Drive Westbound,"-33.88076,150.80432",07:00,0.0,66,66,1334.0
Elizabeth Drive Westbound,"-33.88049,150.79247",07:00,0.0,66,66,1334.0
Elizabeth Drive Westbound,"-33.87824,150.78295",07:00,0.0,66,66,1334.0
Elizabeth Drive Westbound,"-33.87576,150.76878",07:00,0.0,73,73,1334.0
Elizabeth Drive Westbound,"-33.87385,150.75439",07:00,0.0,73,73,1334.0
Elizabeth Drive Westbound,"-33.87348,150.74997",07:00,0.0,73,73,1334.0
Elizabeth Drive Westbound,"-33.87092,150.73242",07:00,0.0,79,79,1334.0
Elizabeth Drive Westbound,"-33.86831,150.71664",07:00,0.0,71,71,1334.0
Elizabeth Drive Westbound,"-33.86463,150.70826",07:00,0.0,57,57,1334.0
Elizabeth Drive Westbound,"-33.87716,150.84332",07:15,0.0,58,58,1334.0
Elizabeth Drive Westbound,"-33.87476,150.83832",07:15,0.0,71,71,1334.0
Elizabeth Drive Westbound,"-33.87603,150.82784",07:15,0.0,66,66,1334.0
Elizabeth Drive Westbound,"-33.88073,150.81972",07:15,0.0,71,71,1334.0
Elizabeth Drive Westbound,"-33.88042,150.8097",07:15,0.0,66,66,1334.0
Elizabeth Drive Westbound,"-33.88076,150.80432",07:15,0.0,66,66,1334.0
Elizabeth Drive Westbound,"-33.88049,150.79247",07:15,0.0,66,66,1334.0
Elizabeth Drive Westbound,"-33.87824,150.78295",07:15,0.0,66,66,1334.0
Elizabeth Drive Westbound,"-33.87576,150.76878",07:15,0.0,73,73,1334.0
Elizabeth Drive Westbound,"-33.87385,150.75439",07:15,0.0,73,73,1334.0
Elizabeth Drive Westbound,"-33.87348,150.74997",07:15,0.0,73,73,1334.0
Elizabeth Drive Westbound,"-33.87092,150.73242",07:15,0.0,79,79,1334.0
Elizabeth Drive Westbound,"-33.86831,150.71664",07:15,0.0,71,71,1334.0
Elizabeth Drive Westbound,"-33.86463,150.70826",07:15,0.0,58,58,1334.0
Elizabeth Drive Westbound,"-33.87716,150.84332",07:30,15.789473684210533,48,57,1334.0
Elizabeth Drive Westbound,"-33.87476,150.83832",07:30,0.0,71,71,1334.0
Elizabeth Drive Westbound,"-33.87603,150.82784",07:30,18.181818181818176,54,66,1334.0
Elizabeth Drive Westbound,"-33.88073,150.81972",07:30,0.0,71,71,1334.0
Elizabeth Drive Westbound,"-33.88042,150.8097",07:30,18.181818181818176,54,66,1334.0
Elizabeth Drive Westbound,"-33.88076,150.80432",07:30,0.0,66,66,1334.0
Elizabeth Drive Westbound,"-33.88049,150.79247",07:30,21.21212121212121,52,66,1334.0
Elizabeth Drive Westbound,"-33.87824,150.78295",07:30,21.21212121212121,52,66,1334.0
Elizabeth Drive Westbound,"-33.87576,150.76878",07:30,0.0,73,73,1334.0
Elizabeth Drive Westbound,"-33.87385,150.75439",07:30,0.0,73,73,1334.0
Elizabeth Drive Westbound,"-33.87348,150.74997",07:30,0.0,73,73,1334.0
Elizabeth Drive Westbound,"-33.87092,150.73242",07:30,0.0,79,79,1334.0
Elizabeth Drive Westbound,"-33.86831,150.71664",07:30,0.0,71,71,1334.0
Elizabeth Drive Westbound,"-33.86463,150.70826",07:30,0.0,58,58,1334.0
Elizabeth Drive Westbound,"-33.87716,150.84332",07:45,21.052631578947366,45,57,1334.0
Elizabeth Drive Westbound,"-33.87476,150.83832",07:45,13.043478260869568,60,69,1334.0
Elizabeth Drive Westbound,"-33.87603,150.82784",07:45,37.31343283582089,42,67,1334.0
Elizabeth Drive Westbound,"-33.88073,150.81972",07:45,13.043478260869568,60,69,1334.0
Elizabeth Drive Westbound,"-33.88042,150.8097",07:45,37.31343283582089,42,67,1334.0
Elizabeth Drive Westbound,"-33.88076,150.80432",07:45,0.0,66,66,1334.0
Elizabeth Drive Westbound,"-33.88049,150.79247",07:45,0.0,66,66,1334.0
Elizabeth Drive Westbound,"-33.87824,150.78295",07:45,0.0,66,66,1334.0
Elizabeth Drive Westbound,"-33.87576,150.76878",07:45,0.0,73,73,1334.0
Elizabeth Drive Westbound,"-33.87385,150.75439",07:45,0.0,73,73,1334.0
Elizabeth Drive Westbound,"-33.87348,150.74997",07:45,0.0,73,73,1334.0
Elizabeth Drive Westbound,"-33.87092,150.73242",07:45,0.0,79,79,1334.0
Elizabeth Drive Westbound,"-33.86831,150.71664",07:45,0.0,71,71,1334.0
Elizabeth Drive Westbound,"-33.86463,150.70826",07:45,0.0,58,58,1334.0
Elizabeth Drive Westbound,"-33.87716,150.84332",08:00,20.68965517241379,46,58,1535.0
Elizabeth Drive Westbound,"-33.87476,150.83832",08:00,0.0,70,70,1535.0
Elizabeth Drive Westbound,"-33.87603,150.82784",08:00,38.23529411764706,42,68,1535.0
Elizabeth Drive Westbound,"-33.88073,150.81972",08:00,0.0,70,70,1535.0
Elizabeth Drive Westbound,"-33.88042,150.8097",08:00,38.23529411764706,42,68,1535.0
Elizabeth Drive Westbound,"-33.88076,150.80432",08:00,0.0,66,66,1535.0
Elizabeth Drive Westbound,"-33.88049,150.79247",08:00,0.0,65,65,1535.0
Elizabeth Drive Westbound,"-33.87824,150.78295",08:00,0.0,65,65,1535.0
Elizabeth Drive Westbound,"-33.87576,150.76878",08:00,0.0,73,73,1535.0
Elizabeth Drive Westbound,"-33.87385,150.75439",08:00,0.0,73,73,1535.0
Elizabeth Drive Westbound,"-33.87348,150.74997",08:00,0.0,73,73,1535.0
Elizabeth Drive Westbound,"-33.87092,150.73242",08:00,0.0,79,79,1535.0
Elizabeth Drive Westbound,"-33.86831,150.71664",08:00,0.0,71,71,1535.0
Elizabeth Drive Westbound,"-33.86463,150.70826",08:00,0.0,57,57,1535.0
Elizabeth Drive Westbound,"-33.87716,150.84332",08:15,18.96551724137932,47,58,1535.0
Elizabeth Drive Westbound,"-33.87476,150.83832",08:15,0.0,70,70,1535.0
Elizabeth Drive Westbound,"-33.87603,150.82784",08:15,26.470588235294112,50,68,1535.0
Elizabeth Drive Westbound,"-33.88073,150.81972",08:15,0.0,70,70,1535.0
Elizabeth Drive Westbound,"-33.88042,150.8097",08:15,26.470588235294112,50,68,1535.0
Elizabeth Drive Westbound,"-33.88076,150.80432",08:15,15.384615384615383,55,65,1535.0
Elizabeth Drive Westbound,"-33.88049,150.79247",08:15,0.0,65,65,1535.0
Elizabeth Drive Westbound,"-33.87824,150.78295",08:15,0.0,65,65,1535.0
Elizabeth Drive Westbound,"-33.87576,150.76878",08:15,0.0,73,73,1535.0
Elizabeth Drive Westbound,"-33.87385,150.75439",08:15,0.0,73,73,1535.0
Elizabeth Drive Westbound,"-33.87348,150.74997",08:15,0.0,73,73,1535.0
Elizabeth Drive Westbound,"-33.87092,150.73242",08:15,0.0,79,79,1535.0
Elizabeth Drive Westbound,"-33.86831,150.71664",08:15,0.0,70,70,1535.0
Elizabeth Drive Westbound,"-33.86463,150.70826",08:15,0.0,57,57,1535.0
Elizabeth Drive Westbound,"-33.87716,150.84332",08:30,18.96551724137932,47,58,1535.0
Elizabeth Drive Westbound,"-33.87476,150.83832",08:30,0.0,70,70,1535.0
Elizabeth Drive Westbound,"-33.87603,150.82784",08:30,10.29411764705882,61,68,1535.0
Elizabeth Drive Westbound,"-33.88073,150.81972",08:30,0.0,70,70,1535.0
Elizabeth Drive Westbound,"-33.88042,150.8097",08:30,10.29411764705882,61,68,1535.0
Elizabeth Drive Westbound,"-33.88076,150.80432",08:30,0.0,65,65,1535.0
Elizabeth Drive Westbound,"-33.88049,150.79247",08:30,0.0,66,66,1535.0
Elizabeth Drive Westbound,"-33.87824,150.78295",08:30,0.0,66,66,1535.0
Elizabeth Drive Westbound,"-33.87576,150.76878",08:30,0.0,73,73,1535.0
Elizabeth Drive Westbound,"-33.87385,150.75439",08:30,0.0,73,73,1535.0
Elizabeth Drive Westbound,"-33.87348,150.74997",08:30,0.0,73,73,1535.0
Elizabeth Drive Westbound,"-33.87092,150.73242",08:30,0.0,79,79,1535.0
Elizabeth Drive Westbound,"-33.86831,150.71664",08:30,27.142857142857142,51,70,1535.0
Elizabeth Drive Westbound,"-33.86463,150.70826",08:30,0.0,57,57,1535.0
Elizabeth Drive Westbound,"-33.87716,150.84332",08:45,20.68965517241379,46,58,1535.0
Elizabeth Drive Westbound,"-33.87476,150.83832",08:45,0.0,70,70,1535.0
Elizabeth Drive Westbound,"-33.87603,150.82784",08:45,0.0,69,69,1535.0
Elizabeth Drive Westbound,"-33.88073,150.81972",08:45,0.0,70,70,1535.0
Elizabeth Drive Westbound,"-33.88042,150.8097",08:45,0.0,69,69,1535.0
Elizabeth Drive Westbound,"-33.88076,150.80432",08:45,0.0,65,65,1535.0
Elizabeth Drive Westbound,"-33.88049,150.79247",08:45,0.0,66,66,1535.0
Elizabeth Drive Westbound,"-33.87824,150.78295",08:45,0.0,66,66,1535.0
Elizabeth Drive Westbound,"-33.87576,150.76878",08:45,0.0,73,73,1535.0
Elizabeth Drive Westbound,"-33.87385,150.75439",08:45,0.0,73,73,1535.0
Elizabeth Drive Westbound,"-33.87348,150.74997",08:45,0.0,73,73,1535.0
Elizabeth Drive Westbound,"-33.87092,150.73242",08:45,0.0,79,79,1535.0
Elizabeth Drive Westbound,"-33.86831,150.71664",08:45,0.0,70,70,1535.0
Elizabeth Drive Westbound,"-33.86463,150.70826",08:45,0.0,57,57,1535.0
Elizabeth Drive Westbound,"-33.87716,150.84332",09:00,0.0,58,58,1066.0
Elizabeth Drive Westbound,"-33.87476,150.83832",09:00,0.0,70,70,1066.0
Elizabeth Drive Westbound,"-33.87603,150.82784",09:00,0.0,69,69,1066.0
Elizabeth Drive Westbound,"-33.88073,150.81972",09:00,0.0,70,70,1066.0
Elizabeth Drive Westbound,"-33.88042,150.8097",09:00,0.0,69,69,1066.0
Elizabeth Drive Westbound,"-33.88076,150.80432",09:00,0.0,65,65,1066.0
Elizabeth Drive Westbound,"-33.88049,150.79247",09:00,0.0,66,66,1066.0
Elizabeth Drive Westbound,"-33.87824,150.78295",09:00,0.0,66,66,1066.0
Elizabeth Drive Westbound,"-33.87576,150.76878",09:00,0.0,73,73,1066.0
Elizabeth Drive Westbound,"-33.87385,150.75439",09:00,0.0,73,73,1066.0
Elizabeth Drive Westbound,"-33.87348,150.74997",09:00,0.0,73,73,1066.0
Elizabeth Drive Westbound,"-33.87092,150.73242",09:00,0.0,79,79,1066.0
